Date,Time,Open,High,Low,Close,Volume,IO
20241024,09:30,6.90,6.90,6.90,6.90,900,96000
20241024,09:31,7.55,7.55,7.55,7.55,125,96000
20241024,09:45,6.90,6.90,6.90,6.90,25,96000
20241024,09:50,7.45,7.45,7.45,7.45,25,95975
20241024,10:08,6.95,6.95,6.95,6.95,100,96000
20241024,10:19,7.00,7.00,7.00,7.00,75,96000
20241024,10:22,7.05,7.05,7.05,7.05,100,96000
20241024,10:38,7.30,7.30,7.30,7.30,50,96100
20241024,10:52,7.15,7.15,7.15,7.15,75,96100
20241024,11:00,7.00,7.00,7.00,7.00,25,96175
20241024,11:02,7.00,7.00,7.00,7.00,275,96175
20241024,11:03,7.00,7.00,7.00,7.00,25,96175
20241024,11:20,7.30,7.30,7.30,7.30,100,96450
20241024,11:22,7.30,7.30,7.30,7.30,25,96450
20241024,11:23,7.30,7.30,7.30,7.30,50,96550
20241024,11:44,7.30,7.30,7.30,7.30,50,96600
20241024,11:57,7.25,7.25,7.25,7.25,100,96600
20241024,12:02,7.25,7.25,7.25,7.25,125,96500
20241024,12:41,7.10,7.10,7.10,7.10,50,96475
20241024,12:43,7.30,7.30,7.30,7.30,625,96875
20241024,12:44,7.30,7.30,7.30,7.30,200,96875
20241024,13:32,7.25,7.25,7.25,7.25,50,97150
20241024,13:36,7.25,7.25,7.25,7.25,250,97150
20241024,13:44,6.85,6.85,6.85,6.85,500,97150
20241024,13:45,6.85,6.85,6.85,6.85,75,96725
20241024,14:42,7.45,7.45,7.45,7.45,1700,96725
20241024,14:43,7.45,7.45,7.45,7.45,225,96725
20241024,14:57,7.15,7.15,7.15,7.15,25,98575
20241024,15:06,7.65,7.65,7.65,7.65,1575,98575
20241024,15:07,7.80,7.80,7.80,7.80,2900,98575
20241024,15:08,7.80,7.80,7.80,7.80,500,100025
20241024,15:10,7.55,7.55,7.55,7.55,50,100025
20241024,15:14,8.05,8.05,8.05,8.05,3775,99975
20241024,15:15,8.50,8.50,8.50,8.50,2775,99975
20241024,15:17,7.80,7.80,7.80,7.80,150,99975
20241024,15:21,7.80,7.80,7.80,7.80,1500,104425
20241024,15:22,7.75,8.20,7.75,8.20,950,104675
20241024,15:23,8.25,8.25,8.25,8.25,100,104675
20241024,15:26,7.75,7.75,7.75,7.75,75,104675
20241024,15:29,8.25,8.25,8.25,8.25,500,104875
20241024,15:30,8.25,8.25,8.25,8.25,25,104875
20241025,09:47,7.50,7.50,7.50,7.50,151,105125
20241025,10:21,7.10,7.10,7.10,7.10,25,105125
20241025,10:26,7.10,7.10,7.10,7.10,950,105125
20241025,10:27,7.20,7.20,7.20,7.20,850,105125
20241025,10:31,7.10,7.10,7.10,7.10,1675,106475
20241025,10:35,7.15,7.15,7.15,7.15,50,106950
20241025,10:39,7.15,7.15,7.15,7.15,25,107000
20241025,10:46,7.20,7.20,7.20,7.20,50,107000
20241025,10:47,7.45,7.45,7.45,7.45,25,107000
20241025,10:48,7.45,7.45,7.45,7.45,125,107000
20241025,11:02,7.45,7.45,7.45,7.45,100,106850
20241025,11:08,7.45,7.45,7.45,7.45,100,106750
20241025,11:09,7.50,7.50,7.50,7.50,25,106750
20241025,11:28,7.55,7.55,7.55,7.55,25,106725
20241025,11:30,7.55,7.55,7.55,7.55,200,106750
20241025,11:32,7.55,7.55,7.55,7.55,75,106750
20241025,11:47,7.55,7.55,7.55,7.55,25,106750
20241025,12:21,7.55,7.55,7.55,7.55,25,106750
20241025,12:27,7.55,7.55,7.55,7.55,125,106750
20241025,12:28,7.30,7.30,7.30,7.30,25,106750
20241025,12:43,7.35,7.35,7.35,7.35,125,106650
20241025,12:50,7.15,7.15,7.15,7.15,1200,106775
20241025,12:52,7.35,7.35,7.35,7.35,25,107975
20241025,13:43,7.45,7.45,7.45,7.45,875,107950
20241025,13:48,7.15,7.15,7.15,7.15,500,107700
20241025,13:58,7.15,7.15,7.15,7.15,50,108200
20241025,14:04,7.35,7.35,7.35,7.35,75,108200
20241025,14:15,7.15,7.15,7.15,7.15,25,108200
20241025,14:22,7.15,7.15,7.15,7.15,50,108200
20241025,14:23,7.15,7.15,7.15,7.15,50,108200
20241025,14:25,7.20,7.20,7.20,7.20,25,108200
20241025,14:28,7.15,7.15,7.15,7.15,25,108200
20241025,14:34,7.45,7.45,7.45,7.45,2825,108200
20241025,14:48,7.45,7.45,7.45,7.45,25,107950
20241025,15:01,7.20,7.20,7.20,7.20,100,107975
20241025,15:20,7.10,7.10,7.10,7.10,1250,108225
20241028,09:15,7.30,7.30,7.30,7.30,101,108225
20241028,09:22,6.65,6.65,6.65,6.65,50,108225
20241028,09:23,6.65,6.65,6.65,6.65,50,108225
20241028,09:27,7.45,7.45,7.45,7.45,225,108225
20241028,09:28,7.45,7.45,7.45,7.45,500,108225
20241028,09:29,7.35,7.35,7.35,7.35,100,108225
20241028,09:41,6.80,6.80,6.80,6.80,875,108325
20241028,09:42,7.35,7.35,7.35,7.35,125,108325
20241028,09:44,7.35,7.35,7.35,7.35,150,107475
20241028,09:47,6.60,6.60,6.60,6.60,50,107350
20241028,11:03,6.60,6.60,6.60,6.60,1250,107350
20241028,12:01,7.50,7.50,7.50,7.50,25,108025
20241028,12:02,6.90,6.90,6.90,6.90,100,108050
20241028,12:13,6.90,6.90,6.90,6.90,25,108125
20241028,12:21,6.85,6.85,6.85,6.85,75,108150
20241028,12:27,7.30,7.30,7.30,7.30,25,108225
20241028,12:44,7.30,7.30,7.30,7.30,25,108225
20241028,13:17,6.80,6.80,6.80,6.80,250,108225
20241028,13:21,6.50,6.50,6.50,6.50,1250,108275
20241028,13:22,6.50,6.50,6.50,6.50,25,108275
20241028,13:29,6.70,6.70,6.70,6.70,175,108050
20241028,14:06,6.70,6.70,6.70,6.70,25,107875
20241028,14:14,6.70,6.70,6.70,6.70,50,107850
20241028,14:17,6.70,6.70,6.70,6.70,25,107800
20241028,14:31,7.25,7.25,7.25,7.25,1000,107775
20241028,14:39,6.70,6.70,6.70,6.70,25,106775
20241028,14:42,6.65,6.65,6.65,6.65,50,106775
20241028,14:52,6.65,6.65,6.65,6.65,25,106775
20241028,14:59,6.65,6.65,6.65,6.65,25,106775
20241028,15:07,6.65,6.65,6.65,6.65,75,106800
20241028,15:15,6.65,6.65,6.65,6.65,50,106800
20241028,15:29,6.60,6.60,6.60,6.60,125,106850
20241029,09:18,6.90,6.90,6.90,6.90,26,106875
20241029,09:20,7.25,7.25,7.25,7.25,150,106875
20241029,09:33,7.25,7.25,7.25,7.25,25,106975
20241029,09:36,7.25,7.25,7.25,7.25,25,106975
20241029,09:43,7.25,7.25,7.25,7.25,250,107000
20241029,09:53,7.20,7.20,7.20,7.20,25,106750
20241029,09:56,7.20,7.20,7.20,7.20,25,106775
20241029,10:06,7.20,7.20,7.20,7.20,125,106800
20241029,10:16,7.20,7.20,7.20,7.20,25,106725
20241029,10:37,7.20,7.20,7.20,7.20,125,106725
20241029,10:38,6.90,6.90,6.90,6.90,25,106725
20241029,10:51,7.20,7.20,7.20,7.20,50,106700
20241029,11:03,6.90,6.90,6.90,6.90,200,106700
20241029,11:40,7.25,7.25,7.25,7.25,100,106625
20241029,11:41,7.25,7.25,7.25,7.25,25,106700
20241029,11:45,7.30,7.30,7.30,7.30,100,106725
20241029,12:40,7.30,7.30,7.30,7.30,100,106800
20241029,12:44,6.65,6.65,6.65,6.65,25,106800
20241029,12:45,6.65,6.65,6.65,6.65,200,106825
20241029,12:51,6.60,6.60,6.60,6.60,125,106825
20241029,13:32,6.60,6.60,6.60,6.60,25,106950
20241029,14:20,6.95,6.95,6.95,6.95,25,106950
20241029,14:23,6.95,6.95,6.95,6.95,100,106950
20241029,14:55,6.65,6.65,6.65,6.65,125,106850
20241029,15:00,6.95,6.95,6.95,6.95,25,106975
20241029,15:04,6.65,6.65,6.65,6.65,125,106975
20241029,15:17,6.95,6.95,6.95,6.95,25,107100
20241029,15:18,6.60,6.60,6.60,6.60,25,107100
20241029,15:24,6.95,6.95,6.95,6.95,200,107100
20241030,09:54,7.30,7.30,7.30,7.30,26,106900
20241030,09:57,7.30,7.30,7.30,7.30,125,106900
20241030,09:58,7.25,7.25,7.25,7.25,25,106900
20241030,10:01,7.25,7.25,7.25,7.25,25,106750
20241030,10:34,7.25,7.25,7.25,7.25,100,106725
20241030,11:34,7.00,7.00,7.00,7.00,25,106725
20241030,12:00,7.00,7.00,7.00,7.00,25,106725
20241030,12:09,6.95,6.95,6.95,6.95,100,106725
20241030,12:38,6.25,6.25,6.25,6.25,1800,106825
20241030,12:39,6.25,6.25,6.25,6.25,50,108425
20241030,12:40,6.65,6.65,6.65,6.65,100,108425
20241030,12:46,6.65,6.65,6.65,6.65,125,108425
20241030,13:01,6.60,6.60,6.60,6.60,100,108550
20241030,13:15,6.55,6.55,6.55,6.55,50,108650
20241030,13:57,6.75,6.75,6.75,6.75,125,108700
20241030,14:00,6.70,6.70,6.70,6.70,100,108575
20241030,14:03,6.70,6.70,6.70,6.70,100,108575
20241030,14:08,6.75,6.75,6.75,6.75,25,108525
20241030,14:30,6.55,6.55,6.55,6.55,25,108500
20241030,14:41,6.65,6.65,6.65,6.65,50,108500
20241030,14:42,6.65,6.65,6.65,6.65,50,108500
20241030,14:43,6.65,6.65,6.65,6.65,50,108500
20241030,14:48,6.65,6.65,6.65,6.65,25,108450
20241030,14:49,6.55,6.55,6.55,6.55,25,108450
20241030,15:06,6.60,6.60,6.60,6.60,25,108425
20241030,15:07,6.65,6.65,6.65,6.65,25,108425
20241030,15:16,6.45,6.45,6.45,6.45,300,108400
20241030,15:25,6.60,6.60,6.60,6.60,100,108700
20241030,15:30,6.35,6.35,6.35,6.35,300,108600
20241031,09:15,6.40,6.40,6.40,6.40,101,108900
20241031,09:16,6.45,6.45,6.45,6.45,325,108900
20241031,09:24,6.45,6.45,6.45,6.45,1850,109150
20241031,09:25,6.15,6.15,6.15,6.15,425,110850
20241031,09:30,6.30,6.30,6.30,6.30,250,110850
20241031,09:32,6.30,6.30,6.30,6.30,1125,111100
20241031,09:34,6.70,6.70,6.70,6.70,1150,111100
20241031,09:52,6.70,6.70,6.70,6.70,350,112825
20241031,09:53,6.30,6.30,6.30,6.30,25,112825
20241031,09:54,6.30,6.30,6.30,6.30,75,112925
20241031,09:57,7.25,7.25,7.25,7.25,6950,112950
20241031,09:58,7.40,7.40,7.40,7.40,3050,117150
20241031,10:00,7.40,7.40,7.40,7.40,75,117150
20241031,10:26,7.35,7.35,7.35,7.35,25,117300
20241031,10:31,7.35,7.35,7.35,7.35,25,117325
20241031,10:35,7.40,7.40,7.40,7.40,1125,117300
20241031,10:36,7.95,7.95,7.95,7.95,5200,117300
20241031,10:37,8.00,8.00,8.00,8.00,1150,122725
20241031,10:38,8.15,8.15,8.15,8.15,125,122725
20241031,10:41,8.15,8.15,8.15,8.15,325,123600
20241031,10:59,7.55,7.55,7.55,7.55,150,123275
20241031,11:29,7.70,7.70,7.70,7.70,150,123125
20241031,11:51,7.65,7.65,7.65,7.65,200,123125
20241031,12:01,7.90,7.90,7.90,7.90,125,123075
20241031,12:02,7.90,7.90,7.90,7.90,125,122950
20241031,12:07,7.85,7.85,7.85,7.85,250,122925
20241031,12:19,7.70,7.70,7.70,7.70,375,122925
20241031,12:20,7.70,7.70,7.70,7.70,250,122950
20241031,12:22,7.70,7.70,7.70,7.70,250,122950
20241031,12:42,8.05,8.05,8.05,8.05,1825,123450
20241031,12:43,8.05,8.05,8.05,8.05,150,123450
20241031,12:48,7.90,7.90,7.90,7.90,75,124475
20241031,12:50,7.90,7.90,7.90,7.90,250,124425
20241031,13:07,7.90,7.90,7.90,7.90,125,124675
20241031,13:08,7.80,7.80,7.80,7.80,925,124800
20241031,13:09,7.80,7.80,7.80,7.80,125,124800
20241031,13:26,7.80,7.80,7.80,7.80,125,125725
20241031,13:47,7.80,7.80,7.80,7.80,75,125725
20241031,13:55,7.25,7.25,7.25,7.25,100,125800
20241031,14:05,7.30,7.30,7.30,7.30,25,125800
20241031,14:18,7.15,7.15,7.15,7.15,100,125775
20241031,14:22,7.75,7.75,7.75,7.75,50,125675
20241031,14:40,7.40,7.40,7.40,7.40,25,125725
20241031,14:58,7.75,7.75,7.75,7.75,25,125725
20241031,15:03,7.80,7.80,7.80,7.80,375,125750
20241031,15:04,7.80,7.80,7.80,7.80,250,125750
20241031,15:05,7.80,7.80,7.80,7.80,800,126375
20241031,15:07,7.90,7.90,7.90,7.90,1325,126375
20241031,15:08,8.00,8.00,8.00,8.00,300,128525
20241031,15:10,8.05,8.05,8.05,8.05,75,128525
20241031,15:11,8.00,8.00,8.00,8.00,150,128550
20241101,18:00,8.25,8.25,8.25,8.25,250,128550
20241101,18:22,6.65,6.65,6.65,6.65,50,128800
20241101,18:24,6.65,6.65,6.65,6.65,1250,128800
20241101,18:32,7.20,7.20,7.20,7.20,175,129525
20241101,18:33,7.15,7.15,7.15,7.15,25,129525
20241101,18:38,6.90,6.90,6.90,6.90,325,129350
20241101,18:39,7.00,7.00,7.00,7.00,300,129350
20241101,18:41,7.00,7.00,7.00,7.00,100,129300
20241101,18:42,6.95,6.95,6.95,6.95,25,129300
20241101,18:43,6.70,6.70,6.70,6.70,200,129300
20241101,18:44,6.90,6.90,6.90,6.90,125,129300
20241101,18:46,6.85,6.85,6.85,6.85,75,129300
20241101,18:51,6.60,6.60,6.60,6.60,200,129200
20241101,18:53,6.40,6.40,6.40,6.40,1800,129100
20241101,18:55,6.40,6.40,6.40,6.40,125,129100
20241101,19:00,7.30,7.30,7.30,7.30,6075,130875
20241104,09:17,7.25,8.50,7.25,8.30,5503,136500
20241104,09:18,7.10,7.10,7.10,7.10,1125,136500
20241104,09:19,8.40,8.40,8.40,8.40,800,140775
20241104,09:22,7.50,7.50,7.50,7.50,675,141575
20241104,09:23,6.25,6.25,6.25,6.25,1600,141575
20241104,09:24,7.05,7.05,7.05,7.05,1050,141575
20241104,09:26,6.85,6.85,6.85,6.85,800,144250
20241104,09:27,7.80,7.80,7.80,7.80,400,144250
20241104,09:28,7.35,7.35,7.35,7.35,75,144050
20241104,09:31,7.35,7.35,7.35,7.35,400,144100
20241104,09:33,7.25,7.25,7.25,7.25,300,144100
20241104,09:34,7.70,7.70,7.70,7.70,275,144500
20241104,09:36,7.55,7.55,7.55,7.55,300,144500
20241104,09:39,7.70,7.70,7.70,7.70,125,144525
20241104,09:43,7.65,7.65,7.65,7.65,150,144400
20241104,09:45,7.65,7.65,7.65,7.65,125,144400
20241104,09:46,7.65,7.65,7.65,7.65,125,144400
20241104,09:49,6.35,6.35,6.35,6.35,4025,142925
20241104,09:50,6.35,6.35,6.35,6.35,1325,142925
20241104,09:51,6.65,6.65,6.65,6.65,1225,142925
20241104,09:58,7.00,7.00,7.00,7.00,100,140575
20241104,10:00,6.65,6.65,6.65,6.65,250,140625
20241104,10:09,6.90,6.90,6.90,6.90,1750,140700
20241104,10:15,6.70,6.70,6.70,6.70,25,140700
20241104,10:22,7.00,7.00,7.00,7.00,625,140700
20241104,10:23,6.70,6.70,6.70,6.70,100,140700
20241104,10:25,7.20,7.20,7.20,7.20,3650,140925
20241104,10:26,7.65,7.65,7.65,7.65,1975,140925
20241104,10:27,7.60,7.60,7.60,7.60,825,140925
20241104,10:28,7.60,7.60,7.60,7.60,250,140925
20241104,10:30,7.50,7.50,7.50,7.50,500,142975
20241104,10:32,7.25,7.25,7.25,7.25,100,142800
20241104,10:33,7.25,7.25,7.25,7.25,350,142800
20241104,10:35,7.35,7.35,7.35,7.35,125,142200
20241104,10:36,7.10,7.10,7.10,7.10,200,142200
20241104,10:37,7.35,7.35,7.35,7.35,125,142200
20241104,10:38,7.25,7.25,7.25,7.25,125,142000
20241104,10:39,6.95,6.95,6.95,6.95,275,142000
20241104,10:40,7.25,7.25,7.25,7.25,125,141725
20241104,10:50,7.25,7.25,7.25,7.25,100,141725
20241104,10:52,6.90,6.90,6.90,6.90,625,141725
20241104,10:56,7.25,7.25,7.25,7.25,25,141525
20241104,10:59,6.95,6.95,6.95,6.95,100,141525
20241104,11:05,7.05,7.05,7.05,7.05,100,141525
20241104,11:08,7.05,7.05,7.05,7.05,675,141525
20241104,11:17,7.05,7.05,7.05,7.05,500,141350
20241104,11:20,7.20,7.20,7.20,7.20,400,141800
20241104,11:22,7.10,7.10,7.10,7.10,25,141850
20241104,11:25,7.10,7.10,7.10,7.10,375,141850
20241104,11:26,7.15,7.15,7.15,7.15,125,142225
20241104,11:29,6.60,6.60,6.60,6.60,5375,142225
20241104,11:30,6.55,6.55,6.55,6.55,3400,142225
20241104,11:31,6.40,6.40,6.40,6.40,2800,142550
20241104,11:33,6.35,6.35,6.35,6.35,2125,142550
20241104,11:34,6.15,6.15,6.15,6.15,2150,146550
20241104,11:35,6.00,6.00,6.00,6.00,2125,146550
20241104,11:36,5.85,5.85,5.85,5.85,2150,146550
20241104,11:37,5.60,5.60,5.60,5.60,1675,149725
20241104,11:38,5.60,5.60,5.60,5.60,1875,149725
20241104,11:40,5.90,5.90,5.90,5.90,3550,149725
20241104,11:41,5.70,5.70,5.70,5.70,1750,154425
20241104,11:42,5.45,5.45,5.45,5.45,3050,154425
20241104,11:43,5.45,5.45,5.45,5.45,2675,159800
20241104,11:44,6.70,6.70,6.70,6.70,12575,159800
20241104,11:45,6.35,6.35,6.35,6.35,4450,159800
20241104,11:46,6.25,6.25,6.25,6.25,1850,167025
20241104,11:47,6.20,6.20,6.20,6.20,2825,167025
20241104,11:48,6.05,6.05,6.05,6.05,2225,167025
20241104,11:50,5.70,5.70,5.70,5.70,700,172475
20241104,11:52,6.15,6.15,6.15,6.15,2000,172775
20241104,11:53,6.25,6.25,6.25,6.25,2000,172775
20241104,11:54,6.25,6.25,6.25,6.25,350,172775
20241104,11:57,6.00,6.00,6.00,6.00,100,173425
20241104,11:58,5.95,5.95,5.95,5.95,425,173150
20241104,12:01,6.20,6.20,6.20,6.20,4175,173550
20241104,12:02,6.15,6.15,6.15,6.15,2525,173550
20241104,12:03,6.20,6.20,6.20,6.20,550,173550
20241104,12:04,6.00,6.00,6.00,6.00,800,174825
20241104,12:07,6.05,6.05,6.05,6.05,375,174825
20241104,12:08,6.55,6.55,6.55,6.55,1950,175600
20241104,12:09,6.25,6.25,6.25,6.25,1100,175600
20241104,12:10,6.40,6.40,6.40,6.40,1550,178300
20241104,12:12,6.35,6.35,6.35,6.35,100,178300
20241104,12:14,6.05,6.05,6.05,6.05,475,178975
20241104,12:16,6.05,6.05,6.05,6.05,25,178975
20241104,12:18,6.35,6.35,6.35,6.35,150,179300
20241104,12:19,6.05,6.05,6.05,6.05,250,179300
20241104,12:20,6.05,6.05,6.05,6.05,225,179550
20241104,12:21,6.05,6.05,6.05,6.05,1000,179550
20241104,12:22,6.05,6.05,6.05,6.05,475,180675
20241104,12:25,6.10,6.10,6.10,6.10,250,180750
20241104,12:29,6.05,6.05,6.05,6.05,100,180750
20241104,12:31,6.25,6.25,6.25,6.25,25,180750
20241104,12:32,6.05,6.05,6.05,6.05,225,180750
20241104,12:33,6.05,6.05,6.05,6.05,125,180750
20241104,12:35,6.05,6.05,6.05,6.05,100,180750
20241104,12:37,6.10,6.10,6.10,6.10,75,180750
20241104,12:38,6.10,6.10,6.10,6.10,100,180750
20241104,12:40,6.10,6.10,6.10,6.10,75,180750
20241104,12:41,6.10,6.10,6.10,6.10,50,180750
20241104,12:43,6.05,6.05,6.05,6.05,100,180825
20241104,12:44,6.05,6.05,6.05,6.05,100,180825
20241104,12:45,6.05,6.05,6.05,6.05,100,180825
20241104,12:46,6.05,6.05,6.05,6.05,100,181100
20241104,12:47,6.45,6.45,6.45,6.45,1525,181100
20241104,12:48,6.50,6.50,6.50,6.50,450,181100
20241104,12:49,6.50,6.50,6.50,6.50,175,182400
20241104,13:02,6.25,6.25,6.25,6.25,25,182450
20241104,13:03,6.25,6.25,6.25,6.25,25,182450
20241104,13:05,6.25,6.25,6.25,6.25,325,182400
20241104,13:07,6.25,6.25,6.25,6.25,125,182400
20241104,13:08,6.25,6.25,6.25,6.25,175,182375
20241104,13:10,6.20,6.20,6.20,6.20,125,182625
20241104,13:11,6.20,6.20,6.20,6.20,175,182625
20241104,13:12,6.20,6.20,6.20,6.20,25,182625
20241104,13:13,6.20,6.20,6.20,6.20,25,182625
20241104,13:16,6.20,6.20,6.20,6.20,100,182750
20241104,13:18,6.15,6.15,6.15,6.15,25,182750
20241104,13:30,6.10,6.10,6.10,6.10,25,182750
20241104,13:32,6.10,6.10,6.10,6.10,25,182775
20241104,13:34,6.10,6.10,6.10,6.10,25,182775
20241104,13:35,6.10,6.10,6.10,6.10,25,182825
20241104,13:42,6.10,6.10,6.10,6.10,125,182850
20241104,13:44,6.10,6.10,6.10,6.10,125,182850
20241104,13:48,6.05,6.05,6.05,6.05,125,182850
20241104,13:51,6.40,6.40,6.40,6.40,25,182850
20241104,13:53,6.30,6.30,6.30,6.30,325,182825
20241104,13:54,6.10,6.10,6.10,6.10,250,182825
20241104,13:57,6.10,6.10,6.10,6.10,100,182500
20241104,14:05,6.10,6.10,6.10,6.10,125,182500
20241104,14:07,6.10,6.10,6.10,6.10,125,182500
20241104,14:13,6.05,6.05,6.05,6.05,125,182500
20241104,14:15,6.30,6.30,6.30,6.30,100,182500
20241104,14:16,6.25,6.25,6.25,6.25,175,182500
20241104,14:17,6.05,6.05,6.05,6.05,475,182325
20241104,14:23,6.05,6.05,6.05,6.05,125,182325
20241104,14:25,6.30,6.30,6.30,6.30,225,182325
20241104,14:28,6.30,6.30,6.30,6.30,25,182550
20241104,14:31,6.05,6.05,6.05,6.05,300,182575
20241104,14:38,6.05,6.05,6.05,6.05,300,182575
20241104,14:46,6.00,6.00,6.00,6.00,600,182575
20241104,14:47,6.05,6.05,6.05,6.05,1075,182575
20241104,14:50,5.80,5.80,5.80,5.80,25,182775
20241104,14:51,5.80,5.80,5.80,5.80,175,182775
20241104,14:52,5.80,5.80,5.80,5.80,75,182775
20241104,14:53,5.80,5.80,5.80,5.80,175,183025
20241104,14:54,5.80,5.80,5.80,5.80,150,183025
20241104,14:57,5.80,5.80,5.80,5.80,50,183225
20241104,14:58,5.80,5.80,5.80,5.80,150,183225
20241104,14:59,5.80,5.80,5.80,5.80,75,183325
20241104,15:00,5.80,5.80,5.80,5.80,50,183325
20241104,15:01,5.80,5.80,5.80,5.80,275,183325
20241104,15:02,5.85,5.85,5.85,5.85,75,183475
20241104,15:05,5.85,5.85,5.85,5.85,50,183525
20241104,15:10,6.10,6.10,6.10,6.10,50,183525
20241104,15:13,6.10,6.10,6.10,6.10,25,183475
20241104,15:21,5.90,5.90,5.90,5.90,75,183475
20241104,15:22,5.85,5.85,5.85,5.85,50,183475
20241104,15:23,5.95,5.95,5.95,5.95,50,183475
20241104,15:24,5.85,5.85,5.85,5.85,300,183475
20241104,15:26,5.85,5.85,5.85,5.85,250,183725
20241104,15:29,5.85,5.85,5.85,5.85,550,183975
20241104,15:30,5.80,5.80,5.80,5.80,650,183975
20241105,09:15,5.95,6.20,5.95,6.20,502,184175
20241105,09:17,6.30,6.30,6.30,6.30,400,184175
20241105,09:21,6.30,6.30,6.30,6.30,125,183875
20241105,09:22,5.55,5.55,5.55,5.55,400,183775
20241105,09:23,5.55,5.55,5.55,5.55,25,183775
20241105,09:28,5.35,5.35,5.35,5.35,2250,183650
20241105,09:30,5.45,5.45,5.45,5.45,100,183650
20241105,09:34,5.50,5.50,5.50,5.50,100,184775
20241105,09:35,5.50,5.50,5.50,5.50,25,184775
20241105,09:37,5.90,5.90,5.90,5.90,250,184775
20241105,09:39,5.50,5.50,5.50,5.50,125,184775
20241105,09:45,5.55,5.55,5.55,5.55,125,184775
20241105,09:46,5.80,5.80,5.80,5.80,525,184775
20241105,09:47,5.50,5.50,5.50,5.50,25,184775
20241105,09:48,5.55,5.55,5.55,5.55,25,184775
20241105,09:53,5.55,5.55,5.55,5.55,75,184525
20241105,09:55,5.50,5.50,5.50,5.50,125,184500
20241105,09:57,5.50,5.50,5.50,5.50,50,184500
20241105,09:58,5.50,5.50,5.50,5.50,25,184550
20241105,09:59,5.50,5.50,5.50,5.50,275,184550
20241105,10:01,5.50,5.50,5.50,5.50,100,184550
20241105,10:02,5.50,5.50,5.50,5.50,125,184850
20241105,10:03,5.50,5.50,5.50,5.50,125,184850
20241105,10:05,5.50,5.50,5.50,5.50,125,184850
20241105,10:14,5.65,5.65,5.65,5.65,50,184850
20241105,10:18,5.70,5.70,5.70,5.70,275,184850
20241105,10:20,5.50,5.50,5.50,5.50,25,184850
20241105,10:21,5.55,5.55,5.55,5.55,125,184850
20241105,10:24,5.55,5.55,5.55,5.55,125,184975
20241105,10:26,5.55,5.55,5.55,5.55,600,184975
20241105,10:29,5.50,5.50,5.50,5.50,125,184975
20241105,10:34,5.50,5.50,5.50,5.50,25,185100
20241105,10:36,5.50,5.50,5.50,5.50,250,185125
20241105,10:41,5.40,5.40,5.40,5.40,50,185125
20241105,10:46,5.45,5.45,5.45,5.45,50,185125
20241105,11:17,5.65,5.65,5.65,5.65,125,185125
20241105,11:24,5.35,5.35,5.35,5.35,125,185125
20241105,11:31,5.35,5.35,5.35,5.35,125,185125
20241105,11:35,5.35,5.35,5.35,5.35,125,185125
20241105,11:45,5.45,5.45,5.45,5.45,75,185125
20241105,11:46,5.35,5.35,5.35,5.35,125,185050
20241105,11:50,5.50,5.50,5.50,5.50,75,185050
20241105,11:51,5.50,5.50,5.50,5.50,75,185050
20241105,11:53,5.35,5.35,5.35,5.35,175,184825
20241105,11:54,5.30,5.30,5.30,5.30,50,184825
20241105,11:55,5.30,5.30,5.30,5.30,50,184775
20241105,11:59,5.30,5.30,5.30,5.30,225,184825
20241105,12:01,5.30,5.30,5.30,5.30,250,184825
20241105,12:02,5.05,5.05,5.05,5.05,650,184350
20241105,12:04,5.05,5.05,5.05,5.05,50,184350
20241105,12:05,5.05,5.05,5.05,5.05,125,183925
20241105,12:06,5.10,5.10,5.10,5.10,25,183925
20241105,12:07,5.45,5.45,5.45,5.45,1650,184500
20241105,12:08,5.50,5.50,5.50,5.50,450,184500
20241105,12:11,5.50,5.50,5.50,5.50,100,184500
20241105,12:14,5.25,5.25,5.25,5.25,100,184700
20241105,12:16,5.45,5.45,5.45,5.45,25,184700
20241105,12:32,5.20,5.20,5.20,5.20,225,184625
20241105,12:33,5.15,5.15,5.15,5.15,150,184625
20241105,12:38,5.40,5.40,5.40,5.40,100,184600
20241105,12:40,5.15,5.15,5.15,5.15,125,184600
20241105,12:57,5.10,5.10,5.10,5.10,125,184600
20241105,12:59,5.05,5.05,5.05,5.05,250,184600
20241105,13:03,5.05,5.05,5.05,5.05,100,184600
20241105,13:04,5.05,5.05,5.05,5.05,125,184600
20241105,13:07,5.05,5.05,5.05,5.05,125,184600
20241105,13:10,5.05,5.05,5.05,5.05,150,184725
20241105,13:11,5.05,5.05,5.05,5.05,175,184725
20241105,13:13,5.00,5.00,5.00,5.00,250,184725
20241105,13:14,5.00,5.00,5.00,5.00,250,184825
20241105,13:15,4.95,4.95,4.95,4.95,125,184825
20241105,13:16,5.00,5.00,5.00,5.00,125,184825
20241105,13:18,5.05,5.05,5.05,5.05,125,184825
20241105,13:19,5.00,5.00,5.00,5.00,100,184950
20241105,13:23,5.00,5.00,5.00,5.00,250,184950
20241105,13:26,4.80,4.80,4.80,4.80,250,184950
20241105,13:27,4.80,4.80,4.80,4.80,125,184950
20241105,13:29,4.90,4.90,4.90,4.90,150,184950
20241105,13:30,4.90,4.90,4.90,4.90,100,185075
20241105,13:32,4.90,4.90,4.90,4.90,25,185175
20241105,13:38,4.85,4.85,4.85,4.85,175,185325
20241105,13:39,4.80,4.80,4.80,4.80,50,185325
